ew,pp,tt,period_start,period_end,n_found,n_used,status,median_mpv,max_abs_residual,missing_days,flagged_days,numeric_excluded_days,qa_flag,source,split_day,n_before,n_after,signed_median_shift,notes,constant,constant_error,chi2,ndf,chi2_ndf,max_weight_fraction,dominant_day
0,9,19,176,182,7,7,provisional,135.451248,1.2629119191246048,,,,,ding,,0,0,,diagnostic_only; no_auto_accept; no_auto_split,135.3655670808754,0.210463262861142,8.174771165900447,6,1.3624618609834078,0.22190202342054088,181
0,9,20,176,182,7,7,provisional,137.19838,0.7829165728325052,,,,,ding,,0,0,,diagnostic_only; no_auto_accept; no_auto_split,137.3392675728325,0.21006074297950442,5.634549528408429,6,0.9390915880680715,0.20954182116680964,182
0,9,21,176,182,7,7,provisional,140.65448,0.8885777017281384,,,,,ding,,0,0,,diagnostic_only; no_auto_accept; no_auto_split,140.38295229827187,0.20326369671214742,7.959137015753454,6,1.326522835958909,0.2126339107708691,181
0,9,22,176,182,7,7,provisional,140.92012,0.5263395848316748,,,,,ding,,0,0,,diagnostic_only; no_auto_accept; no_auto_split,140.77325141516832,0.21353807484223802,2.1413059259324436,6,0.3568843209887406,0.21848156354887488,181
0,9,23,176,182,7,7,provisional,137.078888,0.6403862486017431,,,,,ding,,0,0,,diagnostic_only; no_auto_accept; no_auto_split,137.28639724860173,0.21818602539797058,2.6195798401104597,6,0.43659664001841,0.21207586559615976,181
0,9,24,176,182,7,7,provisional,133.83548,1.716026415399682,,,,,ding,,0,0,,diagnostic_only; no_auto_accept; no_auto_split,133.84719058460033,0.19106168432729143,10.60829104667631,6,1.768048507779385,0.22302162274141518,181
0,9,25,176,182,7,7,provisional,132.496887,1.760126729882984,,,,,ding,,0,0,,diagnostic_only; no_auto_accept; no_auto_split,132.764089270117,0.21140435239537075,20.193289991318956,6,3.3655483318864925,0.21816608327229897,181
0,9,26,176,182,7,7,provisional,137.082825,1.6079980221865355,,,,,ding,,0,0,,diagnostic_only; no_auto_accept; no_auto_split,136.61164502218654,0.2039299050188912,12.407049090991313,6,2.067841515165219,0.20402024184144832,181
0,9,27,176,182,7,7,provisional,135.652191,0.8894964876811855,,,,,ding,,0,0,,diagnostic_only; no_auto_accept; no_auto_split,135.44540351231882,0.21152720846570477,9.303750765742699,6,1.550625127623783,0.2145720549669808,182
0,9,28,176,182,7,7,provisional,133.816132,1.1582444785242956,,,,,ding,,0,0,,diagnostic_only; no_auto_accept; no_auto_split,133.6023145214757,0.21925636172700635,9.859818525110883,6,1.6433030875184806,0.2169818417751246,182
0,9,29,176,182,7,7,provisional,134.776901,0.7335110699177676,,,,,ding,,0,0,,diagnostic_only; no_auto_accept; no_auto_split,134.86829593008224,0.21270201206674993,4.425958178152651,6,0.7376596963587753,0.22318483959647611,181
0,9,30,176,182,7,7,provisional,139.033707,0.8082572907979113,,,,,ding,,0,0,,diagnostic_only; no_auto_accept; no_auto_split,139.1508472907979,0.2167500707716538,2.5631764076608694,6,0.42719606794347825,0.21962410143280245,181
0,9,31,176,182,7,7,provisional,133.447632,1.3263117935808282,,,,,ding,,0,0,,diagnostic_only; no_auto_accept; no_auto_split,133.38525679358082,0.2267226689885333,4.014933679252637,6,0.6691556132087729,0.22010413007443705,181
0,10,1,176,182,7,7,provisional,131.66507,0.8810829591799632,,,,,ding,,0,0,,diagnostic_only; no_auto_accept; no_auto_split,131.59674604082005,0.28931184284692274,2.8612486053729382,6,0.47687476756215635,0.22496600486319301,181
0,10,2,176,182,7,7,provisional,131.886078,1.5256352646314326,,,,,ding,,0,0,,diagnostic_only; no_auto_accept; no_auto_split,131.80993726463143,0.22806616294137635,18.583681926378624,6,3.097280321063104,0.22492298165682287,182
0,10,3,176,182,7,7,provisional,129.16481,1.593008206747001,,,,,ding,,0,0,,diagnostic_only; no_auto_accept; no_auto_split,129.077566206747,0.3541689682160949,4.564482336895561,6,0.7607470561492602,0.22931718547018184,181
0,10,4,176,182,7,7,provisional,129.824539,1.1043550613218542,,,,,ding,,0,0,,diagnostic_only; no_auto_accept; no_auto_split,129.89291393867813,0.19882704405762883,11.574485488736391,6,1.9290809147893986,0.2202282029285485,181
0,10,5,176,182,7,7,provisional,129.104416,1.0331795863865523,,,,,ding,,0,0,,diagnostic_only; no_auto_accept; no_auto_split,129.18352458638654,0.19163808368683388,5.883527520510313,6,0.9805879200850521,0.2070777038447406,181
0,10,6,176,182,7,7,provisional,129.942612,0.883507173867514,,,,,ding,,0,0,,diagnostic_only; no_auto_accept; no_auto_split,129.6270831738675,0.18984185373295906,8.6648842509667,6,1.4441473751611167,0.206858227772071,182
